Title,Author,sex or gender,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Naomi and Ely's No Kiss List,Rachel Cohn,female,"Levithan, David",,,Florida,Clay County School District,2023-2024
Nick and Norah's Infinite Playlist,Rachel Cohn,female,"Levithan, David",,,Florida,Clay County School District,2023-2024
The Kingdom of Little Wounds,Susann Cokal,female,,,,Florida,Clay County School District,2023-2024
When It Happens,Susane Colasanti,female,,,,Florida,Clay County School District,2023-2024
Tyler Johnson was Here,Jay Coles,male,,,,Florida,Clay County School District,2023-2024
Leviathan Wakes,Daniel Abraham,male,,,,Florida,Clay County School District,2023-2024
Beyond the Chocolate War,Robert Cormier,male,,,,Florida,Clay County School District,2023-2024
We All Fall Down,Robert Cormier,male,,,,Florida,Clay County School District,2023-2024
Vigilante,Kathryn Smith,female,,,,Florida,Clay County School District,2023-2024
The Midwife's Apprentice,Karen Cushman,female,,,,Florida,Clay County School District,2023-2024
Cherry Money Baby,"Cusick, John M.",,,,,Florida,Clay County School District,2023-2024
Revolting Rhymes,Roald Dahl,male,,,,Florida,Clay County School District,2023-2024
The Miseducation of Cameron Post,Emily M. Danforth,female,,,,Florida,Clay County School District,2023-2024
Debating Darcy,Sayantani DasGupta,female,,,,Florida,Clay County School District,2023-2024
Five Feet Apart,Mikki Daughtry,female,,,,Florida,Clay County School District,2023-2024
"Stronger, Faster, and More Beautiful",Arwen Elys Dayton,female,,,,Florida,Clay County School District,2023-2024
Mexican WhiteBoy,Matt de la Peña,male,,,,Florida,Clay County School District,2023-2024
Milo Imagines the World,Matt de la Peña,male,,"Robinson, Christian",,Florida,Clay County School District,2023-2024
Star-Crossed,"Dee, Barbara",,,,,Florida,Clay County School District,2023-2024
Violets are Blue (BD),"Dee, Barbara",,,,,Florida,Clay County School District,2023-2024
Legendborn,Tracy Deonn,female,,,,Florida,Clay County School District,2023-2024
Someone like You,Sarah Dessen,female,,,,Florida,Clay County School District,2023-2024
Empire of Wild,Cherie Dimaline,female,,,,Florida,Clay County School District,2023-2024
The Marrow Thieves,Cherie Dimaline,female,,,,Florida,Clay County School District,2023-2024
Lies You Never Told Me,"Donaldson, Jennifer",,,,,Florida,Clay County School District,2023-2024
A Yellow Raft in Blue Water,Michael Dorris,male,,,,Florida,Clay County School District,2023-2024
The Taking of Jake Livingston,Ryan Douglass,male,,,,Florida,Clay County School District,2023-2024
The Last True Poets of the Sea,"Drake, Julia",,,,,Florida,Clay County School District,2023-2024
A Perfect Blank,"Duran, Rye",,,,,Florida,Clay County School District,2023-2024
Who Was Elvis Presley?,Geoff Edgers,male,,,,Florida,Clay County School District,2023-2024
Chain Reaction,Simone Elkeles,female,,,,Florida,Clay County School District,2023-2024
Perfect Chemistry,Simone Elkeles,female,,,,Florida,Clay County School District,2023-2024
I Am a Taxi,Deborah Ellis,female,,,,Florida,Clay County School District,2023-2024
Recess Warriors: Hero Is A Four-Letter Word,"Emerson, Marcus",,,,,Florida,Clay County School District,2023-2024
Bitter,Akwaeke Emezi,non-binary,,,,Florida,Clay County School District,2023-2024
You're in the Wrong Bathroom!: And 20 Other Myths and Misconceptions About Transgender and Gender-Nonconforming People,Laura Erickson-Schroth,,"Jacobs, Laura A.",,,Florida,Clay County School District,2023-2024
Dancing at the Pity Party: A Dead Mom Graphic Memoir,"Feder, Tyler",,,,,Florida,Clay County School District,2023-2024
Better Nate Than Ever,Tim Federle,male,,,,Florida,Clay County School District,2023-2024
"Five, Six, Seven, Nate",Tim Federle,male,,,,Florida,Clay County School District,2023-2024
Wild Tongues Can't Be Tamed: 15 Voices from the Latinx Diaspora,"Fennell, Saraciea J.",,"Oshiro, Mark; Coster, Haima; Diaz, Natasha; Medina, Meg; Randall, Julian; Fennell, Saraciea J.; Zoboi, Ibi; Aneola, Cristina; Haywood, Kahlil; Jamal, Zakiya H.; Rivera, Lilliam; Mendez, Jasminne; Contreras, Ingrid Rojas; Martinez, Janel; Acevedo, Elizabeth",,,Florida,Clay County School District,2023-2024
Manu,"Fernández, Kelly",,,,,Florida,Clay County School District,2023-2024
Starfish (LF),"Fipps, Lisa",,,,,Florida,Clay County School District,2023-2024
Lulu is a Rhinoceros,Jason Flom,male,"Flom, Allison","Corrigan, Sophie",,Florida,Clay County School District,2023-2024
I Will Dance,"Flood, Nancy Bo",,,"Swaney, Julianna",,Florida,Clay County School District,2023-2024
Dark Places,Gillian Flynn,female,,,,Florida,Clay County School District,2023-2024
The Accidental Apprentice,Amanda Foody,female,,,,Florida,Clay County School District,2023-2024
Just One Day,Gayle Forman,female,,,,Florida,Clay County School District,2023-2024
Just One Year,Gayle Forman,female,,,,Florida,Clay County School District,2023-2024
The Slave Dancer,Paula Fox,female,,"Keith, Eros",,Florida,Clay County School District,2023-2024
"Alas, Babylon",Pat Frank,male,,,,Florida,Clay County School District,2023-2024
Lush,Natasha Friend,female,,,,Florida,Clay County School District,2023-2024
Beautiful Creatures,Kami Garcia,female,"Stohl, Margaret",,,Florida,Clay County School District,2023-2024
Full Disclosure,Camryn Garrett,female,,,,Florida,Clay County School District,2023-2024
Julie of the Wolves,Jean Craighead George,female,,"Schoenherr, John",,Florida,Clay County School District,2023-2024
Spy School Secret Service,Stuart Gibbs,male,,,,Florida,Clay County School District,2023-2024
Girl Mans Up,M-E Girard,female,,,,Florida,Clay County School District,2023-2024
After the Game,Abbi Glines,female,,,,Florida,Clay County School District,2023-2024
Losing the Field,Abbi Glines,female,,,,Florida,Clay County School District,2023-2024
Under the Lights,Abbi Glines,female,,,,Florida,Clay County School District,2023-2024
Until Friday Night,Abbi Glines,female,,,,Florida,Clay County School District,2023-2024
Excuse Me While I Ugly Cry,"Goffney, Joya",,,,,Florida,Clay County School District,2023-2024
Only Mostly Devastated,"Gonzales, Sophie",,,,,Florida,Clay County School District,2023-2024
Wizard's First Rule,Terry Goodkind,male,,,,Florida,Clay County School District,2023-2024
Paper Towns,John Green,male,,,,Florida,Clay County School District,2023-2024
Turtles All the Way Down,John Green,male,,,,Florida,Clay County School District,2023-2024
The Deepest Breath,"Grehan, Meg",,,,,Florida,Clay County School District,2023-2024
The Magician King,Lev Grossman,male,,,,Florida,Clay County School District,2023-2024
The Magicians,Lev Grossman,male,,,,Florida,Clay County School District,2023-2024
Enna Burning,Shannon Hale,female,,,,Florida,Clay County School District,2023-2024
Friends Forever,Shannon Hale,female,,"Pham, LeUyen",,Florida,Clay County School District,2023-2024
Guilty Pleasures,Laurell K. Hamilton,female,,,,Florida,Clay County School District,2023-2024
It's Not Summer Without You,Jenny Han,female,,,,Florida,Clay County School District,2023-2024
The Summer I Turned Pretty,Jenny Han,female,,,,Florida,Clay County School District,2023-2024
To All the Boys I've Loved Before,Jenny Han,female,,,,Florida,Clay County School District,2023-2024
The Nightingale,Kristin Hannah,female,,,,Florida,Clay County School District,2023-2024
For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,female,,,,Florida,Clay County School District,2023-2024
Olive's Ocean,Kevin Henkes,male,,,,Florida,Clay County School District,2023-2024
We Contain Multitudes,Sarah Henstra,female,,,,Florida,Clay County School District,2023-2024
The Last Cuentista,Donna Barba Higuera,female,,,,Florida,Clay County School District,2023-2024
A Thousand Splendid Suns,Khaled Hosseini,male,,,,Florida,Clay County School District,2023-2024
The Misfits,James Howe,male,,,,Florida,Clay County School District,2023-2024
Born at Midnight,C.C. Hunter,female,,,,Florida,Clay County School District,2023-2024
Brave Face: A Memoir,Shaun David Hutchinson,male,,,,Florida,Clay County School District,2023-2024
Howl,Shaun David Hutchinson,male,,,,Florida,Clay County School District,2023-2024
The Past and Other Things That Should Stay Buried,Shaun David Hutchinson,male,,,,Florida,Clay County School District,2023-2024
"At Last, Jedi: A Christina Starspeeder Story",Amy Ignatow,female,"Krosoczka, Jarrett J.","Krosoczka, Jarrett J.",,Florida,Clay County School District,2023-2024
Love and Other Fiascos with Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
Research for the Social Improvement and General Betterment of Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
The Awesomely Awful Melodies of Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
The Less-Than-Hidden Secrets and Final Revelations of Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
The Long-Distance Dispatch Between Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
The Rocky Road Trip of Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
Words of (Questionable) Wisdom from Lydia Goldblatt and Julie Graham-Chang,Amy Ignatow,female,,,,Florida,Clay County School District,2023-2024
The Librarian of Auschwitz,Antonio Iturbe,male,,"Thwaites, Lilit",,Florida,Clay County School District,2023-2024
A Good Girl's Guide to Murder,Holly Jackson,female,,,,Florida,Clay County School District,2023-2024
Hani and Ishu's Guide to Fake Dating,Adiba Jaigirdar,female,,,,Florida,Clay County School District,2023-2024
All's Faire in Middle School,Victoria Jamieson,female,,,,Florida,Clay County School District,2023-2024
When Stars are Scattered,Victoria Jamieson,female,"Mohamed, Omar","Geddy, Iman",,Florida,Clay County School District,2023-2024
The Hundred Thousand Kingdoms,N. K. Jemisin,female,,,,Florida,Clay County School District,2023-2024
Harry Versus the First 100 Days of School,E. Lockhart,female,,"Oswald, Pete",,Florida,Clay County School District,2023-2024
(Don't) Call Me Crazy: 33 Voices Start the Conversation,"Jensen, Kelly",,,,,Florida,Clay County School District,2023-2024
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",,,,,Florida,Clay County School District,2023-2024
Part of Your World,Abby Jimenez,female,,,,Florida,Clay County School District,2023-2024
Love is the Drug,Alaya Dawn Johnson,female,,,,Florida,Clay County School District,2023-2024
The Summer Prince,Alaya Dawn Johnson,female,,,,Florida,Clay County School District,2023-2024
"Technically, You Started It","Johnson, Lana Wood",,,,,Florida,Clay County School District,2023-2024
The Sign of the Cat,"Jonell, Lynee",,,,,Florida,Clay County School District,2023-2024
A Song Only I Can Hear,Barry Jonsberg,male,,,,Florida,Clay County School District,2023-2024
The Iron Queen,Julie Kagawa,female,,,,Florida,Clay County School District,2023-2024
"Get a Grip, Vivy Cohen","Kapit, Sarah",,,,,Florida,Clay County School District,2023-2024
120 Banned Books: Censorship Histories of World Literature,Nicholas J. Karolides,male,"Bald, Margaret; Sova, Dawn B.; Soloway, Jeff",,,Florida,Clay County School District,2023-2024
"Hello, Universe",Erin Entrada Kelly,female,,,,Florida,Clay County School District,2023-2024
Shut Out,Kody Keplinger,female,,,,Florida,Clay County School District,2023-2024
That's Not What Happened,Kody Keplinger,female,,,,Florida,Clay County School District,2023-2024
On the Road,Jack Kerouac,male,,,,Florida,Clay County School District,2023-2024
Emily Windsnap and the Pirate Prince,Liz Kessler,female,,"Farley, Erin",,Florida,Clay County School District,2023-2024
Darius the Great Is Not Okay,Adib Khorram,male,,,,Florida,Clay County School District,2023-2024
1922,Stephen King,male,,,,Florida,Clay County School District,2023-2024
11/22/63: A Novel,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Apt Pupil,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Bag of Bones,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Billy Summers,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Black House,Stephen King,male,"Straub, Peter",,,Florida,Clay County School District,2023-2024
Blaze,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Blockade Billy,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Carrie,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Cell,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Christine,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Cujo,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Night Shift,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Delores Claiborne,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Different Seasons: Four Novellas,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Doctor Sleep,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Dreamcatcher,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Duma Key,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Elevation,Stephen King,male,,,,Florida,Clay County School District,2023-2024
End of Watch,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Everything's Eventual: 14 Dark Tales,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Finders Keepers,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Firestarter (SK),Stephen King,male,,,,Florida,Clay County School District,2023-2024
Four Past Midnight,Stephen King,male,,,,Florida,Clay County School District,2023-2024
From a Buick 8,Stephen King,male,,,,Florida,Clay County School District,2023-2024
"Full Dark, No Stars",Stephen King,male,,,,Florida,Clay County School District,2023-2024
Gwendy's Button Box,Stephen King,male,"Chizmar, Richard",,,Florida,Clay County School District,2023-2024
Gwendy's Final Task,Stephen King,male,"Chizmar, Richard",,,Florida,Clay County School District,2023-2024
Hearts in Atlantis,Stephen King,male,,,,Florida,Clay County School District,2023-2024
If It Bleeds,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Insomnia,Stephen King,male,,,,Florida,Clay County School District,2023-2024
It,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Joyland,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Just After Sunset,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Lisey's Story,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Misery,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Mr. Mercedes,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Needful Things,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Nightmares and Dreamscapes,Stephen King,male,,,,Florida,Clay County School District,2023-2024
On Writing: A Memoir of the Craft,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Pet Sematary,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Revival,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Rose Madder,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Salem's Lot,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Skeleton Crew,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Sleeping Beauties,Stephen King,male,"King, Owen",,,Florida,Clay County School District,2023-2024
The Dark Tower VI: Song of Susannah,Stephen King,male,,,,Florida,Clay County School District,2023-2024
Storm of the Century: An Original Screenplay,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Bachman Books,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Bazaar of Bad Dreams,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Dark Half,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Dark Tower,Stephen King,male,,"Whelan, Michael",,Florida,Clay County School District,2023-2024
The Dead Zone,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Dark Tower II: The Drawing of the Three,Stephen King,male,,"Hale, Phil",,Florida,Clay County School District,2023-2024
The Girl Who Loved Tom Gordon,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Green Mile,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Gunslinger,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Institute,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Long Walk,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Mist,Stephen King,male,,,,Florida,Clay County School District,2023-2024
The Outsider,Stephen King,male,,,,Florida,Clay County School District,2023-2024
